file,id,title,title_original,author,author_original,current_year,topics,topic_links,source_refs,source_ref_keys,canon_id,awards,verification_status,bibliography_status,publication_year,publication_year_type,year_source_1,year_source_2,source_agreement,confidence,suggested_t,review_status,notes
荡寇志.md,WL-WORK-2608,荡寇志,,俞万春,,,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
莉莉安娜不可战胜的夏天.md,WL-WORK-1848,莉莉安娜不可战胜的夏天,,克里斯蒂娜·里维拉·加尔萨,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
莫斯科2042.md,WL-WORK-1277,莫斯科2042,,弗拉基米尔·沃伊诺维奇,Vladimir Voinovich,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
莺莺传.md,WL-WORK-2128,莺莺传,,元稹,,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
营地.md,WL-WORK-1849,营地,,戏剧线,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
营救距离.md,WL-WORK-1850,营救距离,,待考,阿根廷当代怪奇,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
萨布.md,WL-WORK-1852,萨布,,赫特鲁迪斯·戈麦斯·德·阿韦利亚内达,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
萨拉米斯的士兵.md,WL-WORK-2129,萨拉米斯的士兵,,哈维尔·塞尔卡斯,Javier Cercas,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
萨马.md,WL-WORK-1853,萨马,,安东尼奥·迪·贝内代托,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蒂博一家.md,WL-WORK-1280,蒂博一家,,罗杰·马丁·杜加尔,Roger Martin du Gard,,WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蒲公英王朝：帝王恩典.md,WL-WORK-0828,蒲公英王朝：帝王恩典,,刘宇昆,Ken Liu,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蓝.md,WL-WORK-1854,蓝,,鲁文·达里奥,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
虐杀器官.md,WL-WORK-0447,虐杀器官,,伊藤计划,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
虬髯客传.md,WL-WORK-2611,虬髯客传,,杜光庭,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蚀刻城.md,WL-WORK-0829,蚀刻城,The Etched City,K.J.毕晓普,K.J. Bishop,,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蚁生.md,WL-WORK-0456,蚁生,,王晋康,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
蜀山剑侠传.md,WL-WORK-2612,蜀山剑侠传,,研究现代中国通俗小说时,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蜘蛛男孩.md,WL-WORK-0831,蜘蛛男孩,,待考,改读,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
蜥蜴尾巴.md,WL-WORK-1859,蜥蜴尾巴,,卢伊莎·巴伦苏埃拉,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
血与骨之子.md,WL-WORK-0835,血与骨之子,,托米·阿德耶米,Tomi Adeyemi,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
被子.md,WL-WORK-1862,被子,,伊斯马特·丘格塔伊,Ismat Chughtai,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
裹尸布.md,WL-WORK-1865,裹尸布,,玛丽亚·路易莎·邦巴尔,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
西伯利亚大铁路和小让娜的法兰西散文诗.md,WL-WORK-1866,西伯利亚大铁路和小让娜的法兰西散文诗,,布莱斯·桑德拉尔,Blaise Cendrars,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
西印度毁灭述略.md,WL-WORK-1867,西印度毁灭述略,,拉斯·卡萨斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
西湖梦寻.md,WL-WORK-1507,西湖梦寻,,张岱,,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
见红.md,WL-WORK-1868,见红,,莉娜·梅鲁阿内,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
解散.md,WL-WORK-0134,解散,Dissolution,C.J.桑瑟姆,C.J. Sansom,,WL-TOPIC-G45-MYSTERY;WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]];[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
诅咒兔.md,WL-WORK-0839,诅咒兔,,郑宝拉,,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
诗与反诗.md,WL-WORK-1870,诗与反诗,,尼卡诺尔·帕拉,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
诛仙.md,WL-WORK-0840,诛仙,,萧鼎,,,WL-TOPIC-G45-FANTASY;WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
诡秘之主.md,WL-WORK-0841,诡秘之主,,爱潜水的乌贼,,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
说岳全传.md,WL-WORK-1288,说岳全传,,钱彩,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
诸神渴了.md,WL-WORK-1289,诸神渴了,,法朗士,Anatole France,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
谁惧死亡.md,WL-WORK-0474,谁惧死亡,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,WL-TOPIC-G45-SF;WL-TOPIC-G45-FANTASY;WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]];[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
谢小娥传.md,WL-WORK-2619,谢小娥传,,李公佐,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
谢里.md,WL-WORK-1873,谢里,,布莱斯·桑德拉尔,Blaise Cendrars,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
财主底儿女们.md,WL-WORK-1291,财主底儿女们,,路翎,,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
贪得无厌.md,WL-WORK-1874,贪得无厌,,维茨凯维奇,Witkiewicz,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
贫民窟.md,WL-WORK-1875,贫民窟,,阿卢伊西奥·阿泽维多,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
购物狂的异想世界.md,WL-WORK-2137,购物狂的异想世界,,索菲·金塞拉,Sophie Kinsella,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
资治通鉴.md,WL-WORK-1292,资治通鉴,,司马光,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
赔偿风波.md,WL-WORK-0094,赔偿风波,Indemnity Only,萨拉·帕雷茨基,Sara Paretsky,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
赫布里底群岛旅行日记.md,WL-WORK-1509,赫布里底群岛旅行日记,The Journal of a Tour to the Hebrides,詹姆斯·鲍斯韦尔,Boswell,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
走出非洲.md,WL-WORK-0845,走出非洲,,凯伦·布里克森,Karen Blixen,,WL-TOPIC-G45-ADVENTURE,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
走到世界尽头.md,WL-WORK-1294,走到世界尽头,,苏齐·麦基·查纳斯,Suzy McKee Charnas,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
超级悲伤真爱故事.md,WL-WORK-1295,超级悲伤真爱故事,,加里·施特恩加特,Gary Shteyngart,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
轨道之云.md,WL-WORK-0451,轨道之云,,藤井太洋,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
辛巴达航海.md,WL-WORK-0847,辛巴达航海,,佚名,中的,,WL-TOPIC-G45-ADVENTURE,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
达夫尼与克洛伊.md,WL-WORK-2139,达夫尼与克洛伊,,朗戈斯,Longus,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
近代侠义英雄传.md,WL-WORK-2622,近代侠义英雄传,,平江不肖生,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
远征.md,WL-WORK-1880,远征,,圣-琼·佩斯,Saint-John Perse,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
迷惘.md,WL-WORK-1882,迷惘,,埃利亚斯·卡内蒂,Elias Canetti,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
迷迭香与芸香.md,WL-WORK-0849,迷迭香与芸香,,西南·麦圭尔,Seanan McGuire,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
逆流.md,WL-WORK-1883,逆流,,于斯曼,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
逝去的武林.md,WL-WORK-2625,逝去的武林,,徐皓峰,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
造船厂.md,WL-WORK-1884,造船厂,,奥内蒂,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
道士下山.md,WL-WORK-2626,道士下山,,徐皓峰,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
遗忘之兽.md,WL-WORK-0853,遗忘之兽,,帕特里夏·A.麦基利普,Patricia A. McKillip,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
都市风景线.md,WL-WORK-1885,都市风景线,,刘呐鸥,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
野兽必须死.md,WL-WORK-0066,野兽必须死,The Beast Must Die,尼古拉斯·布莱克,Nicholas Blake,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
金卡斯·博尔巴.md,WL-WORK-1891,金卡斯·博尔巴,,马沙多·德·阿西斯,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
金色名望柑橘.md,WL-WORK-1308,金色名望柑橘,,克莱尔·维伊·沃特金斯,Claire Vaye Watkins,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
钢铁风暴.md,WL-WORK-2142,钢铁风暴,,恩斯特·荣格尔,Jünger,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
钱多斯勋爵的信.md,WL-WORK-1895,钱多斯勋爵的信,,霍夫曼斯塔尔,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
铁道游击队.md,WL-WORK-2144,铁道游击队,,刘知侠,,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阅微草堂笔记.md,WL-WORK-0860,阅微草堂笔记,,纪昀,,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
队列.md,WL-WORK-0478,队列,The Queue,巴斯玛·阿卜杜勒·阿齐兹,Basma Abdel Aziz,,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]];[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
阿伽通.md,WL-WORK-1316,阿伽通,,德国起点,,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿伽通的故事.md,WL-WORK-1317,阿伽通的故事,,维兰德,Wieland,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿加莎·莱辛和乳蛋饼命案.md,WL-WORK-0140,阿加莎·莱辛和乳蛋饼命案,,M.C.比顿,M.C. Beaton,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
阿努比斯之门.md,WL-WORK-0861,阿努比斯之门,,蒂姆·鲍尔斯,Tim Powers,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿劳卡纳.md,WL-WORK-1899,阿劳卡纳,,阿隆索·德·埃尔西利亚,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿卡塔女巫.md,WL-WORK-0862,阿卡塔女巫,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿尔塔索尔.md,WL-WORK-1900,阿尔塔索尔,,比森特·维多夫罗,,,WL-TOPIC-R6-LATAM;WL-TOPIC-M3-MODERNISM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]];[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿尔戈船英雄纪.md,WL-WORK-0865,阿尔戈船英雄纪,Argonautica,阿波罗尼奥斯,,,WL-TOPIC-G45-ADVENTURE;WL-TOPIC-G1-MYTH,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]];[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,人工核验,metadata_pending,,,,,,,,UNRESEARCHED,
阿玛利亚.md,WL-WORK-1901,阿玛利亚,,何塞·马莫尔,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿瓦隆迷雾.md,WL-WORK-0866,阿瓦隆迷雾,,玛丽恩·齐默·布拉德利,Marion Zimmer Bradley,,WL-TOPIC-G45-FANTASY;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
阿里埃尔.md,WL-WORK-1903,阿里埃尔,,何塞·恩里克·罗多,Rodó,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
隋唐演义.md,WL-WORK-1319,隋唐演义,,褚人获,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
雅各布·冯·贡腾.md,WL-WORK-1905,雅各布·冯·贡腾,,罗伯特·瓦尔泽,Robert Walser,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
雅歌.md,WL-WORK-2148,雅歌,,肉体之爱,,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
雪之丞变化.md,WL-WORK-2637,雪之丞变化,Yukinojō Henge,三上於菟吉,,,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.3 日本武士与剑豪/00 日本武士与剑豪文学|日本武士与剑豪文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
雪人.md,WL-WORK-0222,雪人,,乔·奈斯博,Jo Nesbø,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
雾.md,WL-WORK-1907,雾,,乌纳穆诺,Miguel de Unamuno,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
雾中鲁德.md,WL-WORK-0870,雾中鲁德,,霍普·米尔利斯,Hope Mirrlees,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
霍桑探案集.md,WL-WORK-0241,霍桑探案集,,程小青,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
青春万岁.md,WL-WORK-1323,青春万岁,,王蒙,,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
青木川.md,WL-WORK-1325,青木川,,叶广芩,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
